"participant","legend","stimulus_type","answer","label","total_rt"
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 2+<b>Group</b>_2+<b>Question</b>_Does Lisa appreciate that Andrew is going to the conference dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","Natural","Exp1EmoVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 2+<b>Group</b>_2+<b>Question</b>_Does Lisa appreciate that Andrew is going to the conference dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","Natural","Exp1EmoVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 2+<b>Group</b>_2+<b>Question</b>_Does Lisa appreciate that Andrew is going to the conference dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","Natural","Exp1EmoVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink10+<b>Group</b>_2+<b>Question</b>_Does Chris think that Maria is going to the gala dinner?+<b>Answer</b>_Yes%2C although he thinks that only Sharon is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink10+<b>Group</b>_2+<b>Question</b>_Does Chris think that Maria is going to the gala dinner?+<b>Answer</b>_Yes%2C although he thinks that only Sharon is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink10+<b>Group</b>_2+<b>Question</b>_Does Chris think that Maria is going to the gala dinner?+<b>Answer</b>_Yes%2C although he thinks that only Sharon is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 15+<b>Group</b>_2+<b>Question</b>_Is Hannah happy that Ted is moving back to Philly?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1EmoAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 15+<b>Group</b>_2+<b>Question</b>_Is Hannah happy that Ted is moving back to Philly?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1EmoAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 15+<b>Group</b>_2+<b>Question</b>_Is Hannah happy that Ted is moving back to Philly?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1EmoAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 12+<b>Group</b>_2+<b>Question</b>_Does Katie appreciate that Robbie is going to the exhibition?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1EmoVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 12+<b>Group</b>_2+<b>Question</b>_Does Katie appreciate that Robbie is going to the exhibition?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1EmoVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 12+<b>Group</b>_2+<b>Question</b>_Does Katie appreciate that Robbie is going to the exhibition?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1EmoVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj10+<b>Group</b>_2+<b>Question</b>_Is Jim coming to the show and the afterparty?+<b>Answer</b>_Yes%2C although he's not coming to the show.","F","NotNatural","Exp1ConjBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj10+<b>Group</b>_2+<b>Question</b>_Is Jim coming to the show and the afterparty?+<b>Answer</b>_Yes%2C although he's not coming to the show.","F","NotNatural","Exp1ConjBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj10+<b>Group</b>_2+<b>Question</b>_Is Jim coming to the show and the afterparty?+<b>Answer</b>_Yes%2C although he's not coming to the show.","F","NotNatural","Exp1ConjBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj12+<b>Group</b>_2+<b>Question</b>_Is Julie travelling to Mexico and Guatemala?+<b>Answer</b>_Yes%2C although she's not going for very long.","F","CompNatural","Exp1ConjGoodYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj12+<b>Group</b>_2+<b>Question</b>_Is Julie travelling to Mexico and Guatemala?+<b>Answer</b>_Yes%2C although she's not going for very long.","F","CompNatural","Exp1ConjGoodYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj12+<b>Group</b>_2+<b>Question</b>_Is Julie travelling to Mexico and Guatemala?+<b>Answer</b>_Yes%2C although she's not going for very long.","F","CompNatural","Exp1ConjGoodYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 4+<b>Group</b>_2+<b>Question</b>_Does Mary realize that James is travelling to Europe?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 4+<b>Group</b>_2+<b>Question</b>_Does Mary realize that James is travelling to Europe?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 4+<b>Group</b>_2+<b>Question</b>_Does Mary realize that James is travelling to Europe?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 20+<b>Group</b>_2+<b>Question</b>_Does Lesley realize that Will is travelling to East Asia?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 20+<b>Group</b>_2+<b>Question</b>_Does Lesley realize that Will is travelling to East Asia?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 20+<b>Group</b>_2+<b>Question</b>_Does Lesley realize that Will is travelling to East Asia?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink7+<b>Group</b>_2+<b>Question</b>_Does Mike think that Maria is moving back to New York?+<b>Answer</b>_Yes%2C although he thinks that only Amy is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink7+<b>Group</b>_2+<b>Question</b>_Does Mike think that Maria is moving back to New York?+<b>Answer</b>_Yes%2C although he thinks that only Amy is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink7+<b>Group</b>_2+<b>Question</b>_Does Mike think that Maria is moving back to New York?+<b>Answer</b>_Yes%2C although he thinks that only Amy is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 23+<b>Group</b>_2+<b>Question</b>_Is Liz aware that Dan is moving back to Florida?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1CogAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 23+<b>Group</b>_2+<b>Question</b>_Is Liz aware that Dan is moving back to Florida?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1CogAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 23+<b>Group</b>_2+<b>Question</b>_Is Liz aware that Dan is moving back to Florida?+<b>Answer</b>_Yes%2C although he isn't.","C","CompNatural","Exp1CogAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink4+<b>Group</b>_2+<b>Question</b>_Does James think that Mary is travelling to Africa?+<b>Answer</b>_Yes%2C although he thinks that only Maggie is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink4+<b>Group</b>_2+<b>Question</b>_Does James think that Mary is travelling to Africa?+<b>Answer</b>_Yes%2C although he thinks that only Maggie is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink4+<b>Group</b>_2+<b>Question</b>_Does James think that Mary is travelling to Africa?+<b>Answer</b>_Yes%2C although he thinks that only Maggie is.","F","CompUnnatural","Exp1ThinkBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 7+<b>Group</b>_2+<b>Question</b>_Is Maria aware that Mike is moving back to Chicago?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 7+<b>Group</b>_2+<b>Question</b>_Is Maria aware that Mike is moving back to Chicago?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 7+<b>Group</b>_2+<b>Question</b>_Is Maria aware that Mike is moving back to Chicago?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogAdjYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink18+<b>Group</b>_2+<b>Question</b>_Does Joel think that Becky is going to the lecture?+<b>Answer</b>_Yes%2C although she isn't.","F","QuiteNatural","Exp1ThinkGoodYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink18+<b>Group</b>_2+<b>Question</b>_Does Joel think that Becky is going to the lecture?+<b>Answer</b>_Yes%2C although she isn't.","F","QuiteNatural","Exp1ThinkGoodYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink18+<b>Group</b>_2+<b>Question</b>_Does Joel think that Becky is going to the lecture?+<b>Answer</b>_Yes%2C although she isn't.","F","QuiteNatural","Exp1ThinkGoodYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 10+<b>Group</b>_2+<b>Question</b>_Does Maria realize that Chris is going to the dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 10+<b>Group</b>_2+<b>Question</b>_Does Maria realize that Chris is going to the dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 10+<b>Group</b>_2+<b>Question</b>_Does Maria realize that Chris is going to the dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","QuiteNatural","Exp1CogVerbYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj7+<b>Group</b>_2+<b>Question</b>_Is Ken visiting his parents and his sister?+<b>Answer</b>_Yes%2C although he's not visting his parents.","F","Unnatural","Exp1ConjBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj7+<b>Group</b>_2+<b>Question</b>_Is Ken visiting his parents and his sister?+<b>Answer</b>_Yes%2C although he's not visting his parents.","F","Unnatural","Exp1ConjBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj7+<b>Group</b>_2+<b>Question</b>_Is Ken visiting his parents and his sister?+<b>Answer</b>_Yes%2C although he's not visting his parents.","F","Unnatural","Exp1ConjBadYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink12+<b>Group</b>_2+<b>Question</b>_Does Robbie think that Katie is going to the museum fundraiser?+<b>Answer</b>_Yes%2C although she isn't.","F","QuiteNatural","Exp1ThinkGoodYes",673743
4,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink12+<b>Group</b>_2+<b>Question</b>_Does Robbie think that Katie is going to the museum fundraiser?+<b>Answer</b>_Yes%2C although she isn't.","F","QuiteNatural","Exp1ThinkGoodYes",673743
